ID,Is_Lead
SCBT9BAX,0.022342464994866466
UGZGLVNB,0.25428647945802063
2RRNUFBV,0.8328941063659052
B6O59TEY,0.4462337452498043
CYHRRYH6,0.054037517192024515
GGYZVHWU,0.07167134684643109
K6AM97RN,0.06896357029568928
ATM5JQYM,0.06394881985601023
7GYZSGWA,0.05000746464104973
DFWUDQCR,0.1630388399627446
E2Z98CR3,0.8566913514396843
GD9KTSLY,0.061158167900416685
2AMRA4OD,0.10412781414292648
CFHZ3ZE6,0.3833063321811929
BOMLVM5K,0.05596860729227428
OBBEGBSY,0.4728745560365032
FJEHOK8W,0.039365676416406495
3GMAEVPJ,0.105228270509611
WAVDLUTH,0.053128237184309944
6EN8GZX6,0.10859723436640004
VXGA3GKB,0.17639103035189502
U4MZ3U8C,0.4850640716199595
GU4RDP8S,0.8522695755379124
N3TPNHCD,0.10339632624643479
JRRHWQC8,0.6178925542593622
NZ5GBHZK,0.044676797506269274
LCUC2LAJ,0.8305494711870263
DJDSU9D2,0.9590205979828754
647K6DBR,0.06349215812478239
7NFXVESK,0.071430482881813
EWUWF25N,0.05563243836320536
7QKYPLA8,0.05630326993952621
XQVXWBNO,0.05222683844526179
CNWH4MVA,0.05313656718094133
AFJUJFQD,0.07334669046688504
QKMFDX9H,0.17668477081678663
YYMB5QBY,0.07676931708703151
IRY3SEX7,0.2738306399930731
CUAUZJH8,0.17250337325460374
JYFUYQF5,0.3234429829524574
I4NYEDFE,0.5106755138540305
M3RSPRGQ,0.1388150569516391
JIL3KWQN,0.1167045744514541
X4B5ZBWU,0.14894507911241356
AHYTHHSE,0.05149039463460382
E7EHQEQK,0.3607492115418328
FAMHAVN3,0.8383155169389427
CCGKCTR6,0.06282538642335153
6DTSELRV,0.058997281891649114
LU8X3G6O,0.222678096769038
NPFDAUJY,0.05111699451045383
DR9PXCFU,0.024287344936393798
SHVZMWBV,0.06246157408145337
8TGXGZHX,0.20644272714534165
IKRSHJFW,0.18100303697261166
TYKRZDCP,0.4907570155398907
9IDA3L7P,0.09394155345579368
ASOWCMDB,0.055486371041533006
KZ5J2JGC,0.840920278919508
D5UCFKTV,0.052678799907949714
2N8FFP7W,0.043077617465316013
SA36MTFS,0.030381043655345667
8UDMURUH,0.11419292968022304
7VSQV6QN,0.15118116058253828
IFUG9NC5,0.053023889902067134
EQXDLQRG,0.2096324556004936
JAR8YY9J,0.08183974447365917
BS4TAF6M,0.05237130166013153
WQJ9SPT9,0.8072085231316444
7QHT4ON2,0.05318418094039411
FNGPQN7B,0.12577490139433983
DDOMDZRU,0.5976367039990256
QYR9HXHP,0.2623723414982426
S4NGXFXY,0.02017164815012873
NOJ2KSCC,0.823549569362602
ZD2JRUNB,0.45628293473759307
GZIPTSNN,0.04962383630779417
LCFYUVE9,0.837487478579958
PPANVU9W,0.04728645527484391
DRPV9STB,0.06615955003846952
AFSPF3WZ,0.9950926794461528
GPXEUNND,0.8516298165811818
NSADMDSM,0.06039252626123078
CKWJU8RQ,0.5319879199549691
F7MNZSSU,0.05055640569181993
BDGVMPZY,0.5506469218633061
IA3MSRTR,0.07765879249893781
JD3WTPMG,0.29261138658892316
QT6DF6EW,0.8378271119199403
NVDEMCZ2,0.055501834463726814
9B6UTJVT,0.06500680117805056
U6QYES9J,0.02205996976449101
DZQPDSPS,0.13191726597302234
CRGXVSBF,0.856175465245189
XIHJYS2V,0.5594680704599333
7X2MC5GZ,0.8352221419353751
ZBDVXTM5,0.05194916462271114
UUBQPBR5,0.07057563393248914
CUMZFBTD,0.08843252907131322
E7QXYSQN,0.02093000393221091
6UQAJP48,0.0719959322117231
QHWB768Y,0.055125465019486286
R6RXMXOJ,0.18758789002725526
WXQGZG5K,0.037782302104997084
GCUFKLHG,0.051633348477124225
SJX4372M,0.0511397721614078
VGEAMUZZ,0.09274597085762228
ZWDXVKDF,0.8316707998495769
WGMRCYLR,0.05045615805959053
SI43K5CY,0.09545061209823949
DSNBS2RS,0.14939177786147909
XIMZCKSR,0.37299492301864606
VEW9FXHT,0.020909158782157017
JZJHDDDJ,0.4588564411813176
4TYUR5HA,0.4476050967096359
UHCDFDRX,0.18068546075339562
E5QMOFUM,0.09883083768307195
PSNVWDZH,0.056798657756881046
5IQSWONG,0.05827818288190136
CEAZEPY4,0.9965399454579831
2TNRJXRX,0.023114116187429316
BFROCARA,0.04799209015062788
GRTJMRKM,0.02088229235750952
6EDAM4EU,0.07734561141002072
NRDB58KL,0.05284759232819262
TCPJCWZR,0.04463514518852065
KG8LD2BE,0.036201592681700354
FHZ3XFDV,0.10883069587544775
NZKCSDZ4,0.18475620152229005
6DG6KJG4,0.05134405514613817
BVPKDUNU,0.24036800261167365
APR4PQ6X,0.04647911245012386
HPWS8YFG,0.11628917971922875
VRPBGTPU,0.05751812331038948
XBCSX7G7,0.04839704284811712
KEH3G8UA,0.15688083548523754
WXNAVFLT,0.04661050808717193
8J8NJ7M6,0.10409195514207295
D4UW7Y85,0.056487521140187555
SZRESXN7,0.0502397284215305
UUQSXK5T,0.05267060433906525
GPMUKOVY,0.3594015631424978
6FYOKAZ5,0.1517459816177609
ENUB4N9S,0.19765310284236354
KERBCSGE,0.9961736090031295
7HTA4C6J,0.8329324097022606
4BTVMT6W,0.07127132855292129
MR3J9USD,0.26460389799567563
7S83FNQW,0.5727786481374049
MSOKLC7S,0.02464833896943246
GFMNATHU,0.04058621992586252
NG4ABA6H,0.9729308425098298
3GFHRAQY,0.2675037017952799
BCSGZZPE,0.13046633927225665
PQ9MCGZC,0.08262327158683885
K7N596CG,0.05411655563767252
8RUL6JEE,0.06216306913170336
CVOFJRMP,0.05934478650308386
B4FQX4HG,0.05005759455070389
W7HAQKDV,0.057468232386199164
8C5PKJ7G,0.05381336289624724
E4GQJZSQ,0.04644777066671603
UENREGNV,0.8407731291502176
CC4LYHEW,0.8364413217383971
GDKGLTBT,0.06397496833434824
G3ER8CGX,0.05336219961333065
ZG4KT59X,0.02544722978505524
LW93KJMZ,0.48160635499979754
9AR5FBSQ,0.4261059746705085
FHLWDMRV,0.09638211730302637
EON5DCWD,0.9892772119813729
J8UXTMYV,0.23593255441133384
IXBW5HZH,0.05081127233984287
LDHQB458,0.045037912376299366
GNHTIKF3,0.048535473406297006
8NO22KTE,0.024191702188126142
SGJFSSJK,0.1826263675685766
TD8D3NDD,0.0546470364349962
8RQ27JGU,0.8549595014178035
A8GKBMBO,0.7749374075987157
ODVMNUDE,0.510851407479043
EA5CRL7L,0.046267100410298405
6UI7RPCH,0.2500787111703585
7BJYM94L,0.06051224484364641
X3PZJF7F,0.4850794671682326
YCSSMPV7,0.4780768869426897
4EV9VXL8,0.4489917330581135
IPNJFQTY,0.19885103561918627
XPWNJRJC,0.03638324732186081
3WHNSBRB,0.18127005769804153
U245YKM8,0.04947048934227584
68EFFKBB,0.8461802367612934
NEUII7AB,0.9942933995185914
F7CSLYWT,0.05373873902175752
5EOMOZHG,0.1633899174426533
6CYUTUFN,0.3317521958466664
K7YUC8LF,0.2602861529004946
LSMCXMXA,0.05081303871635283
AALPBPBP,0.05638633790884386
ZPX6VOH2,0.07473418151205838
CDBFWQGM,0.1190059049903486
JUQ76NJV,0.8468933747249572
QHE7UULR,0.048888104369818455
JRMNMZJA,0.04893717597489744
GZ4EZZFX,0.14681692388470796
9L9JFIAR,0.572773967958551
GTOE4RN4,0.1581234808988199
CUYE7ST4,0.30704209450150777
FFM6DHEA,0.856462203138219
5XUK7XLZ,0.49156329530300447
4HTGJEEZ,0.05238836857082076
RWYBAMRG,0.12372259033752891
RQZGBGGN,0.8453252607401884
ITVSUTU9,0.2531449189206064
6UMDX7NQ,0.43284972199196814
4IVKAFYY,0.5225636128538359
ZKYOSQEU,0.5237741359181574
9JYXIDL4,0.9906302930380204
XNURWQBT,0.05199449499950821
HVNIJFQC,0.05042597970377608
CGGVBJKZ,0.9911777531823475
JO9DV3NY,0.845020446468379
EYENUQR9,0.35172348902761386
FPU4ZI8H,0.06331037111054728
2MALVTY4,0.07668125014252263
QN4REV7D,0.05436759876205859
27F5ZEQA,0.07554004009359852
MKJUE4K2,0.08845259471899983
4ECWF4DN,0.05202577667452969
KWBJAQMY,0.04495552968291498
3YAW8OEY,0.10830609598202545
ZHHFH7H9,0.8769528110854372
BO2822VM,0.10960180587255113
NQZUPVUA,0.04027939461559271
MUT2PZ7T,0.4304855322622997
2MFKPCPS,0.8454069838909499
4RLVOVMJ,0.6234876384584533
JISGN7XF,0.05724116379589377
NNOFHDAC,0.04877742485314359
ODE23CPW,0.02226279406542571
ZNTYNFME,0.23341958447749098
NQM48VKU,0.10347401532489643
DGVBCYY7,0.04657158981255837
9F38NUKC,0.19827858295581818
3Z7KCIZS,0.0362156035945773
ERAX3STD,0.054168530123835115
N9TCDYYG,0.04700743515261454
R4UMWUZK,0.07309282846891688
CPERTJBJ,0.09670453134684301
4XK5BMA9,0.04149767379521142
2PKDM5B2,0.05434379389017494
SW5GTHZN,0.4093470934070378
ATJAEQCJ,0.10593543146685877
NHNXBSFY,0.15404289054172182
NRGYTYZJ,0.04251605973725066
UZNABWAT,0.05308236373840383
CVP3VZN5,0.06315198075028204
JEAYZXKC,0.0536821044896003
87LFEVTZ,0.28935724196595713
N7ZEJ2CQ,0.05511997656645563
AQT3ADAP,0.05552465821846629
WC8ROKF8,0.05069338776230917
D9HWEXEV,0.08396732582140631
MMHWGZCN,0.052368917024374864
YKCAQFHU,0.26101221889221404
NDPFBA9X,0.40832463985371026
3T6C7AEA,0.2304755283646399
GZWB38J9,0.041552950825595444
OFTXYNYQ,0.05239903471159278
QYZQIXBJ,0.473950903183524
N7PJT5HO,0.06877117767178377
JP2PNX9X,0.16396956292443426
N3FUZDIH,0.051746906261063354
UXKAVBLS,0.02591241987796711
G24JWDKS,0.044985961012574155
HQOKKQVX,0.18895536044622263
HTXFVZZG,0.056567349518493334
3TJKVA4J,0.0481102108816676
CRGS7FPX,0.0402476047702799
BTRJTMR3,0.10622215182790357
ERLPQML7,0.02362444386535269
9FDFXYAW,0.48436207358953776
MEEKFDZZ,0.05310612156004822
ZGY8ETLW,0.22718637854527618
AXVUJHT9,0.04271159261730931
35ILRW7D,0.46541741485968474
DR2U5JQX,0.06945014109821399
WHZ7CEY6,0.2645835697056176
UCPMS2KF,0.05192160002657408
HB6MJHDN,0.2697131759464878
7NWFPJ2X,0.12907304410733025
4QXD6K4K,0.17005038931460503
D6H3RTAZ,0.12502953811041778
L67WSXUY,0.07624562849581648
IXHVY78L,0.06354038146378985
H6KE88O6,0.3095705809864101
EAPKN7G8,0.9960906460214012
GQXJSFJE,0.16750017230767436
BVHSRABV,0.05811359882713523
DUY76GFX,0.14004990827085617
O7H9KPSD,0.3950210591166661
6EDBA5AN,0.08044770733406006
V24CAXFM,0.06893923650629238
SERPSAWP,0.028023367269385667
H47QYY5K,0.06178665074154287
5TYQNFPE,0.35403919301517994
HGDB7KMR,0.5115460901068498
DWH8Q2S3,0.21799656377052049
USNBQZAK,0.05115216633458576
I89VR4AB,0.07041744223265627
ATZVVXWJ,0.5022714267903173
HOKP6ZTS,0.0732830498532201
ZDKT2SSW,0.05328562618036668
DK5HJYQE,0.03898807305358861
ABKW7FGW,0.10192594836105351
BCSW3W7T,0.04977822542155526
6T4VNEWD,0.6042918069828327
XBALBNYB,0.3197404111612029
NWMJR3W5,0.05154118466273186
Q5BJ4ULE,0.05473367697038856
DOFSPEWD,0.8363953905553217
ANX8FUBJ,0.055740302842218335
KPR67SVO,0.023023980826300652
44EV7IJE,0.049361251665501885
VZEK4IOK,0.47474535122783806
CZMKWRQN,0.05224415440333688
VGQUQLXT,0.1598716514220277
MS6GASNJ,0.03055170247602859
4ENG9TKV,0.8204986662153793
UHRRWLGR,0.058113130274837964
APFSHZYP,0.05127187322063308
M7MURWXC,0.44430003999279255
3EOATQBT,0.05238353610923423
MDZG7EZX,0.05246973523210198
QZ6LSSTB,0.06596536256283683
Y7EEZYYS,0.8985190225133748
RYKLU6HL,0.04647511424538689
CWQ8OAQ8,0.05564672406366175
WSFUNE28,0.8401697178382058
9PFQKPRB,0.050357959860099624
MCLXWKBC,0.048785961974294134
NWDXDZEN,0.3058422116552948
EBLDBRDR,0.1953350107122059
CJRW5JYT,0.23272356481989656
CMMKRNUZ,0.18442492545047878
EATPTPY3,0.049531731590087606
J5AGUF6Q,0.07395917848381606
8WYO2BBG,0.33602694502631303
9EPXIMZB,0.0473607075500288
UZERUG9W,0.08092814508927038
QEQ79QUC,0.06751568325047251
ZNHVE7QZ,0.1314598159365466
PU3J43GY,0.8373050717866914
HWDBXAUK,0.049237508580190534
W74BHIAD,0.07405817669337589
MGLDAPOA,0.052691456406267566
BYFCPDX5,0.09825379164237966
S2QDUDEJ,0.9873948045394059
HBYRWBWL,0.022565310758064297
8CIAWHWZ,0.8378276680890235
ZFYFFXT5,0.09103399627913317
UGIADHRB,0.1413285608381273
JDDGRBSU,0.2177012125589412
NBS2LTYW,0.3162162658009466
DBKM3FRW,0.07121768176035065
GLBHRXKB,0.04737573867602221
9WDPTNCN,0.023222327104496603
NVVVFQ9U,0.8447166835082794
6AT635HW,0.09885437409863776
HPHDI6NN,0.05005046962635448
CPNAGJ95,0.050104640488532845
FY6AFNCK,0.9926918912964224
KWQAVZOE,0.8742482555207034
HGBDE3LM,0.4628893975859774
SYKEB6EV,0.05701426232825879
9BROJWWS,0.4336403178723599
CG8DGVAV,0.2141782441556987
H7MT8CNK,0.06817738179398042
GJVVWNKN,0.8403598469551561
FXWTMJDG,0.09419000087166468
OSNGFACM,0.06921854269101613
PBFT55CF,0.984287592701828
4P8GFHSL,0.038083430683330775
9ZZ4F4XF,0.4365004912801261
CN4YERMU,0.817708616684488
8TUDLTWK,0.18564053778707937
USFZPY7Z,0.024039453061688393
VBJXREA8,0.03819687641349864
9LBNXHQ2,0.17914644738894117
PY6HCDWF,0.05201748266979905
9VJMJR6X,0.06871396012963277
4GAEJIQO,0.04429686291774976
F34SD6YQ,0.06549776083540565
HZ3BZVH6,0.16566509516430467
9WVBAWEY,0.201835113559455
BPNYRSEH,0.05197750153787125
7OGHEHO3,0.18035191539680762
LRJZMHFT,0.05457690116831514
PCHQW72T,0.462146117356017
BFJQGRFT,0.39640991908783285
UVJ6UYBF,0.09083116846533551
LRVO7MCH,0.20748756604321078
EAOF4EYO,0.8130630562950367
5HPCBEQQ,0.8774944775804503
8FJBKABE,0.05307244361599978
27J5UDAU,0.040959353054608995
4MAT9RSM,0.8630003648694196
SBDGZSY9,0.8498219318584774
HPYN9M2Z,0.05833076482089576
G7D2BESM,0.7961264003168496
TWN7YQPN,0.05368040183177516
BJRGMNFZ,0.15672584288006502
9HFPJV3S,0.0629653148630073
6WKJAUAG,0.05070726380649068
BZUANVCU,0.20327486305664255
NYWLDSFZ,0.8696440968576112
LTW8JGAZ,0.05384938670758706
IMDQJUTW,0.06207578036618694
AVHZRCH8,0.2504569324182982
LTSDWAVT,0.048295277283599336
9WVKLADB,0.4703722462487029
GXDSQJS2,0.03758176880354358
4IHXKUNA,0.36569122170365764
BTYDUQPC,0.05839989823736978
BKCNFM72,0.11294623366523468
UMVSSZ9N,0.05546944819069817
N2STVKOI,0.05338802491162825
ZZJQB3EY,0.48372370676924104
FZJK9GH7,0.07249628477283593
NTIWWNVB,0.04959632875009594
NBCRWUBE,0.1973600820467561
UBPYOBYG,0.07678944558849263
K8RKMGVW,0.6391179577255716
HFTH3NC2,0.039502563505441936
759LCPDE,0.1846241742959227
DYKME2AY,0.841423487804966
VZHURNZD,0.020992786307255235
EAJJBYHU,0.3083519013142294
T97TKZNT,0.488890341507188
IXOEQ2YD,0.915307369145878
BWKXTBCF,0.06137383965746833
DNKPRVB3,0.27356067155101993
JQCF2PXG,0.05020934560340749
GIABLCP4,0.052416175679346165
FDIC7S35,0.6000885695972671
5RTNFJEV,0.023785941978759592
OBZ4CU77,0.06285750273272228
XMVX6WEB,0.144364555308932
MHARJGPA,0.05248824841029511
2QI5GPDU,0.48352851494934457
AE2NBAJ3,0.02107699989486283
MDLANJZG,0.02812129106824228
7TAP99MA,0.1936982727891402
A6AMKR2Z,0.2347516794859852
DX69CFXV,0.07201877721377985
HKCKEKV4,0.25894952595918197
CBNWXPJJ,0.3173722889248493
Z3SJXFCA,0.08620789750071989
RHTCABWR,0.8800127572492719
ILGMVREG,0.19545178251513945
BZK32SSP,0.053211272124181266
25RR4UGE,0.05133179431431199
9ZQFVNWY,0.10429771016473517
FFSTFCAA,0.07980531654147784
MBEDAX9Z,0.07363607325912701
IYERPTUY,0.10347430709285617
SBNMNBJE,0.022639786538762457
CPWDDHBP,0.4329194558881516
EN5EXSVB,0.042146970498989925
EFT7687S,0.07398226353395954
DUPIVFIW,0.053634090747850235
HTVBHNFH,0.05390823484060987
GFTV6AXH,0.052793387097731535
NTNK2ZYN,0.05272337236000953
NZ2MDLPM,0.17914408410847932
UU4ECFQ5,0.8605275548742553
FFWGNGVJ,0.04872539816124779
JDQIBLRI,0.050441465066556536
ZAWUVVWA,0.053122721372989096
FC24V4XD,0.21392557003030666
EKTZZYA2,0.07151925266244791
RVRMHDD8,0.04851020133279021
3RASGR5Y,0.19551295710172506
QRBESHHG,0.05046897313721202
MXYLFHSV,0.07164575491103561
TY85POPR,0.10221685978506295
BHXO9INE,0.049104708291880315
S2RKLYZH,0.4305783590312524
98GUQS9R,0.44790226493389995
6VD8FK4Y,0.050149111089969285
FMUHBZHQ,0.056399454375177335
IHQY3US8,0.8350492926050372
VDSNW6DR,0.0785665624624903
JF8E8TCY,0.16693014257171368
EKVBDN5B,0.1565053545334766
LJOYHFHT,0.04592203698037168
8WBDXKKG,0.4218439186314591
LNAASJ6O,0.053826510298132624
HGTW39J8,0.12343468318420381
AMYH3YSJ,0.11409591736330313
QZRPEWE6,0.05254076155053771
9RBSJHBJ,0.30138267172007266
EFZ3ADG9,0.0529197579486905
CMQX6K9J,0.18617201443043632
DBVXEJCR,0.05634034878343449
PLYKWBFR,0.052432772275723086
7QNURUDE,0.05626327537547044
M8TD2YPV,0.2700875907381183
JVJZVKUJ,0.8368390582069636
XVUVCSM8,0.5271646191824011
C9CMNJEH,0.1891133354265418
IQLV6HTY,0.09051978733755653
ELG7YZUM,0.05001576131730853
PU9KWVOH,0.5187113830063809
HAYJGRRV,0.053063800552802895
KBKUHSLA,0.084623686783391
USL6KBDY,0.043846441114855375
ZGLCSKTI,0.0805215287544354
9JQWNRGA,0.12164060541261743
EBVUVT88,0.05198994934706305
9ZU5GNSK,0.18693504644950654
EC7NIRSV,0.05474255339777099
JJ23TDTX,0.07801313126314488
IZWY5RYD,0.09634505647266202
TSYCNH93,0.053984268904307395
QSY6Q77W,0.20919608752459562
TOBSGQ3J,0.22018792359707173
FKGE6YRE,0.4036136698598458
MGAYPPJE,0.05158487532958604
IJRFUH6V,0.1597459159745524
KX9Y3LCV,0.05109464314871401
2ZDDJYHE,0.8468802599318276
NBMLMYQE,0.05101746355534107
E8XWCECR,0.18463346972057293
5FP4HKBU,0.11698985979971943
FUKFFD3F,0.28247182166702633
8BDSMQUY,0.041159576236103626
39T7KUFC,0.07108191676824024
HZSPWI2U,0.5066820004077441
LEJJKOWC,0.05001343410489539
DR5F2HVS,0.8418863197524654
BJA5TRWJ,0.31916438306149275
NCVH9WFE,0.09413264215404282
ME3XYUC5,0.8365762457541123
VLCHSDHG,0.051751906212281
59CV3HQQ,0.15851490420116693
JTAEBBQM,0.04375118041278539
OBHDYLE2,0.2190584232555533
EUEGA65T,0.0508441119789582
MO9XWHWE,0.18072597472576818
K3JSVGHE,0.05199108864585822
JFHAQZQM,0.055097433255234154
22IQJE4I,0.829484008366768
F57YH86H,0.06464631078446076
BPNYWIPI,0.05398478421114376
FJB78783,0.09550556145313815
DIVE6ZUL,0.07328171088279796
YACVPC9M,0.30461701972291777
A3FM9UVE,0.05473768976415347
9NE6ZC2Q,0.0958468600400812
4NHTDBJN,0.09328808727937724
3FH863BT,0.020660804050088605
3UBBVIGN,0.34604721048241605
NNP9TLV2,0.39335603856531676
SA7VUUTE,0.04085795241504603
ROG7ONJG,0.46955128737002005
ICEBXJHF,0.09912375775434282
HFTYHFAZ,0.06668222184589323
EC5IQBEK,0.06477541166601851
VQPXGNJV,0.03917013646094093
BNE8WOYV,0.8351294956230381
MKEXSYJN,0.05690333501327583
B2MY2KQE,0.13014647232383686
GZVND3WE,0.37606645554045237
JZ8ASRBZ,0.9797650489382537
UMQWVVHH,0.8374584029875698
MDGISGP7,0.04311469079922349
JMVHKVGP,0.04184993225125086
G5GPWASE,0.488373680518187
A9H3PMBD,0.05298207365581889
DKEMLQCU,0.832079286962132
VVPNRFRF,0.884899678495179
AVIBMJNL,0.2112675335977315
3FNEIWTQ,0.05100993653982506
WMQIVFIH,0.08606310774207841
GUSEEXX5,0.2528207857175331
HZBZ7QMH,0.05076412585195085
KMTZWEXS,0.025691117701062572
62AXBXBL,0.10199775987898504
FW6GESXM,0.037376222725605715
A67RATVB,0.05540603337526246
HUWJHKEG,0.04926724030671857
KCHF33KH,0.13816917962407266
CJUKTB4B,0.09516356486658865
FA8NWHGK,0.07819896523117403
6UZE4NSH,0.8210490802980788
4UUZBMXW,0.17870236907808956
QMRXRYDB,0.03963028591358865
M3A5BVAC,0.9288538800085029
II63YKTB,0.0709150233961647
4OYB27TY,0.24868683991084278
IEN9X6H8,0.10892515402537015
U9VVATUM,0.22833908705128106
SFOYCMRR,0.5403928909738369
O7WYJHA5,0.29513960050162247
STEKRYHT,0.02191699467341459
QSX9J6OF,0.2531361753658946
EVT46GYN,0.03861442584431473
IQHUPR8Z,0.06468004750878675
98WUTF8M,0.023024973755857964
5JUSHPUM,0.0526248377943304
9FMK8FZU,0.05018297612734056
WPWW4JUN,0.5594782073615974
8QUXAAHS,0.10023299640341463
EU8RGIP7,0.06090052793196858
BFT7ZJQO,0.05041530471809734
4EQAO8W3,0.8742997005734435
F3RWQSVQ,0.20722277386553387
FUA3S84W,0.05470322336653798
G9WITTNH,0.05773384061969726
TE4CM6N8,0.9955946614770168
L93TY7Q6,0.02521278336971717
MK46HOFS,0.24429492913437187
NSUSAJ7C,0.03578373580881429
ZQXJP6PH,0.13100271571602695
YX6PNVKN,0.052577812160110385
7V7IJDSU,0.25005212139086275
BSDHE7F2,0.32943562193403836
DV5EXZEZ,0.7747302540004896
VDKS85PW,0.388994256016011
4W48SFHV,0.46151655137639014
ANGVCUXZ,0.051421617520424553
IOST7D8C,0.5813700198967104
HAQAECZX,0.03613492802950711
GAB49KQU,0.8567738053294087
GEBCXWCU,0.07503509958156546
JPT2DAGQ,0.5101644112046257
RXYEGKFP,0.5788002535240373
4R6HCRNW,0.05231226295639792
MWRTSE9B,0.05845543730525207
JAC7FJCA,0.46389377050441805
5DCT43QX,0.024919751613271583
GFZMAKDD,0.055205968033788994
8WVWSZNF,0.05851711642282903
